outcome,cntry,term,or,or_low,or_high
w1gq15,AT,clusterMid,0.6041338799378753,0.3431737655178513,1.0635362651863483
w1gq15,AT,clusterHigh,0.24353719278162178,0.12442874743187124,0.4766612659219057
w1gq15,AT,gndrFemale,0.8788492858105219,0.5282748977108901,1.4620722478325365
w1gq15,AT,age,0.9995398215226579,0.987034587775841,1.0122034903162294
w1gq15,AT,eisced,0.8241137382723434,0.7032728943177229,0.9657182284383419
w1gq15,AT,hinctnta,1.0575227684161959,0.9437529644223402,1.1850075685888692
w1gq15,AT,w1xq3,0.9615854043509352,0.803261857782915,1.1511146469880573
w1gq15,AT,hincfel,1.4768384854126844,0.990498721161054,2.20197347598735
w1gq15,AT,1|2,0.13791825611911104,0.024514123190187708,0.775938230519721
w1gq15,AT,2|3,0.8958800290042637,0.1498573270362145,5.355767664097758
w1gq15,AT,3|4,2.9050664921685168,0.49060690658619543,17.20198230115531
w1gq15,AT,4|5,12.856082539579972,2.0129691771077307,82.10699902616918
w1gq15,BE,clusterMid,0.4689851229044911,0.3038635480622011,0.7238349150741744
w1gq15,BE,clusterHigh,0.1860059948365181,0.11946748371679633,0.28960374018707585
w1gq15,BE,gndrFemale,0.9250046584114371,0.6584556178050536,1.2994552631126364
w1gq15,BE,age,1.0006405283810833,0.9908380360253732,1.0105399980962508
w1gq15,BE,eisced,1.0006685948287546,0.888526784818046,1.126963929265914
w1gq15,BE,hinctnta,0.9802165402536837,0.9072368762360706,1.0590668114959723
w1gq15,BE,w1xq3,1.0150120249763086,0.8519443540202405,1.2092919050227429
w1gq15,BE,hincfel,0.8550057076144799,0.6030658066812464,1.212197328971977
w1gq15,BE,1|2,0.08117995987308271,0.02486913654701986,0.2649945595230182
w1gq15,BE,2|3,0.6051721390373089,0.19515597989073222,1.876618477548297
w1gq15,BE,3|4,2.6357753619342095,0.8658941422528373,8.023280698613188
w1gq15,BE,4|5,7.929840939070531,2.4394932349961467,25.77681971684513
w1gq15,CZ,clusterMid,0.4456225978051697,0.26110817888968296,0.7605257733367556
w1gq15,CZ,clusterHigh,0.2830957865727402,0.1657120657833078,0.4836293844772726
w1gq15,CZ,gndrFemale,0.8261882059629516,0.5291933383682563,1.2898630844012635
w1gq15,CZ,age,0.9882236140834906,0.9731712525632139,1.0035087954561215
w1gq15,CZ,eisced,0.9554698849314888,0.8318549661357176,1.0974541695072944
w1gq15,CZ,hinctnta,0.9057221103402028,0.8032049082875057,1.0213241138031914
w1gq15,CZ,w1xq3,1.0418998997337099,0.8607671452522281,1.2611487404610657
w1gq15,CZ,hincfel,1.0525108737408295,0.7557099472937587,1.465878732058121
w1gq15,CZ,1|2,0.019975494784475897,0.002455076149327246,0.16252872319009964
w1gq15,CZ,2|3,0.15118154795946906,0.01933410399325257,1.1821525554738783
w1gq15,CZ,3|4,0.6184883854527345,0.0775793964103948,4.930792203078751
w1gq15,CZ,4|5,2.681414105383686,0.34113599631815356,21.07658435976074
w1gq15,FI,clusterMid,0.48896145192285223,0.36331536199331443,0.6580599844575338
w1gq15,FI,clusterHigh,0.20474925069166475,0.148120262757021,0.28302849912957656
w1gq15,FI,gndrFemale,1.192529821875907,0.9282791107130792,1.5320040703823898
w1gq15,FI,age,0.9912796133404765,0.9845510392843201,0.998054171512258
w1gq15,FI,eisced,0.9437146742215592,0.8663704760886084,1.027963684037194
w1gq15,FI,hinctnta,0.9981310636451688,0.9421826391573904,1.057401801740279
w1gq15,FI,w1xq3,1.097210161635832,0.9942045167722107,1.2108878188417604
w1gq15,FI,hincfel,1.0798451833944565,0.8684479445281533,1.3427006505654822
w1gq15,FI,1|2,0.0743984302357865,0.03293063746992174,0.1680843994169526
w1gq15,FI,2|3,0.594676522272631,0.261129018805592,1.3542737140430674
w1gq15,FI,3|4,3.0246253595385983,1.3200859909262368,6.930123210492568
w1gq15,FI,4|5,13.032254091275151,5.469674937186068,31.05114081732501
w1gq15,FR,clusterMid,0.43384903959052856,0.24546535671984657,0.7668087736244105
w1gq15,FR,clusterHigh,0.17588643187094216,0.09555389640524638,0.32375484496300494
w1gq15,FR,gndrFemale,0.7458876101982508,0.4773712358613771,1.1654416631185853
w1gq15,FR,age,1.0017410643393612,0.9869942938926292,1.0167081676086376
w1gq15,FR,eisced,0.8953175197329624,0.7546757286542765,1.0621693936946532
w1gq15,FR,hinctnta,1.0773605629749108,0.9760613794260029,1.1891729425215027
w1gq15,FR,w1xq3,1.0266843945965873,0.8553687323413731,1.232311640878969
w1gq15,FR,hincfel,1.7154871303546848,1.1696468117116245,2.516055329647767
w1gq15,FR,1|2,0.2488186971702625,0.03737680028616819,1.656394971947819
w1gq15,FR,2|3,1.7625680647700424,0.28728671264853745,10.813748238846813
w1gq15,FR,3|4,7.987370341791034,1.3467678318372922,47.37125692250028
w1gq15,FR,4|5,48.51970478556283,8.702542040618917,270.5142637048085
w1gq15,HU,clusterMid,0.4295901382410419,0.17695722831392616,1.0428943119891418
w1gq15,HU,clusterHigh,0.3213021645467883,0.09383399927081046,1.100188436437723
w1gq15,HU,gndrFemale,1.008144196138477,0.4274208061039378,2.377878441323572
w1gq15,HU,age,0.996786441835671,0.9763037963672294,1.0176988088384824
w1gq15,HU,eisced,0.8685318044852555,0.6375274136967626,1.1832393073550502
w1gq15,HU,hinctnta,0.8614873346189684,0.7170195330898128,1.035063054015758
w1gq15,HU,w1xq3,1.1158510762818434,0.7786903916568442,1.5989970311436097
w1gq15,HU,hincfel,0.8401107405205018,0.31276095826597944,2.2566309434878016
w1gq15,HU,1|2,0.03532073967713264,0.0018032339428027972,0.691842928267353
w1gq15,HU,2|3,0.1506023543987721,0.007488811796882487,3.0286605893735015
w1gq15,HU,3|4,0.8646301939777836,0.038786467948866345,19.274386451574546
w1gq15,HU,4|5,2.939325284823992,0.14680397541194679,58.851492990989925
w1gq15,PL,clusterMid,0.3918219587142093,0.2367591425412716,0.6484414738234546
w1gq15,PL,clusterHigh,0.19158732306781018,0.10855068094064486,0.33814345559342934
w1gq15,PL,gndrFemale,1.2995066397068353,0.8473546971553088,1.9929287136914657
w1gq15,PL,age,0.9862337389508631,0.973883544480597,0.9987405510211675
w1gq15,PL,eisced,0.9462583694234674,0.8347410338468945,1.0726738777624194
w1gq15,PL,hinctnta,0.9535052225664207,0.8676910686919791,1.047806347519506
w1gq15,PL,w1xq3,1.0930968823997274,0.927965744028639,1.2876130417537566
w1gq15,PL,hincfel,0.9202671322192285,0.5953842027564383,1.4224287287471953
w1gq15,PL,1|2,0.030434179939491084,0.006119045996509022,0.15136988823384412
w1gq15,PL,2|3,0.15533771901331783,0.03258971074634083,0.7404118169710905
w1gq15,PL,3|4,0.7133873532752685,0.15074532739641608,3.376035095766372
w1gq15,PL,4|5,1.8063569837125444,0.37003056580909216,8.817989253056746
w1gq15,PT,clusterMid,0.2585400397521387,0.12045763773493989,0.5549083761888268
w1gq15,PT,clusterHigh,0.2566079700390215,0.12500733032468117,0.526750312293859
w1gq15,PT,gndrFemale,1.3897325712911135,0.7654550273752557,2.5231483896970786
w1gq15,PT,age,1.0012876271641702,0.9778308226858309,1.0253071278304082
w1gq15,PT,eisced,0.9885967260590013,0.8281999425009554,1.1800574192547093
w1gq15,PT,hinctnta,0.980755929860319,0.8568469130419324,1.1225834852358352
w1gq15,PT,w1xq3,0.8964454702984147,0.6583052820116451,1.2207322395513311
w1gq15,PT,hincfel,1.3642817941176184,0.9043005427297152,2.058236975223289
w1gq15,PT,1|2,0.23749742868647905,0.011788598275939047,4.784710388156489
w1gq15,PT,2|3,0.9103511639272349,0.04755018278224309,17.428728832839568
w1gq15,PT,3|4,4.707432800998499,0.26215151314125684,84.5309771833207
w1gq15,PT,4|5,23.05487969306309,1.2245995090782,434.04188366996203
w1gq15,SI,clusterMid,0.5565173136007898,0.39149817556922156,0.7910931382684798
w1gq15,SI,clusterHigh,0.2364481242217961,0.16009742075652764,0.3492105942982619
w1gq15,SI,gndrFemale,0.9365563312901071,0.6875351703854804,1.2757714797161575
w1gq15,SI,age,0.9930310860387711,0.9840253102281429,1.0021192824915397
w1gq15,SI,eisced,1.0244049331714853,0.9058691399723757,1.1584515034236367
w1gq15,SI,hinctnta,0.9177157355263177,0.8503948197701575,0.9903660648594242
w1gq15,SI,w1xq3,0.9987747586273465,0.8827651093930569,1.130029956844328
w1gq15,SI,hincfel,1.084676665796163,0.8343516393608948,1.4101050610074746
w1gq15,SI,1|2,0.07848304948922855,0.027401174367985476,0.22479288567738676
w1gq15,SI,2|3,0.34865591421520675,0.12408128065185153,0.9796880389904944
w1gq15,SI,3|4,1.6341914043830188,0.5793015495873517,4.610002421125324
w1gq15,SI,4|5,6.10039848486349,2.144218861601904,17.35590631187819
w1gq16,AT,clusterMid,0.22691558398929595,0.12389659604801309,0.41559400257654605
w1gq16,AT,clusterHigh,0.12963259232951044,0.05980003263939924,0.28101337494918577
w1gq16,AT,gndrFemale,1.586127786693496,0.9367662712003464,2.685623333232878
w1gq16,AT,age,0.9920603136294043,0.9762957510738517,1.0080794316639647
w1gq16,AT,eisced,0.8042103804984182,0.6931865680001246,0.9330162555909398
w1gq16,AT,hinctnta,1.0845557827510217,0.9441238173869791,1.2458760432018137
w1gq16,AT,w1xq3,0.9411239492089359,0.7921548366851932,1.1181075299381298
w1gq16,AT,hincfel,1.5967040691089565,0.9890152445985029,2.577780168943777
w1gq16,AT,1|2,0.024986372124257156,0.0033250835334127,0.18776033313397258
w1gq16,AT,2|3,0.37748619281837165,0.04935459949095252,2.8871843199665843
w1gq16,AT,3|4,1.2682004196238947,0.14853275214151482,10.828132389292037
w1gq16,AT,4|5,6.097059810749939,0.61914468913873,60.04111637874771
w1gq16,BE,clusterMid,0.2878185867170363,0.19968671717841457,0.41484751730270225
w1gq16,BE,clusterHigh,0.07891536701645771,0.04839212637242485,0.12869108299590856
w1gq16,BE,gndrFemale,1.2067470057913854,0.8672246968053103,1.6791938021956443
w1gq16,BE,age,0.9854939398687789,0.9754740285885969,0.9956167740552816
w1gq16,BE,eisced,0.8611128432505423,0.7660198561821749,0.9680105846168636
w1gq16,BE,hinctnta,1.0130242887725565,0.9292864394279338,1.104307742050859
w1gq16,BE,w1xq3,1.0876316443191438,0.9349326494616776,1.2652703854181235
w1gq16,BE,hincfel,1.912362081945626,1.4310420647635629,2.5555703934304965
w1gq16,BE,1|2,0.026460632808168953,0.007145895485248182,0.09798143424489644
w1gq16,BE,2|3,0.46889797072054307,0.1340162573079651,1.6405868314961205
w1gq16,BE,3|4,1.6911756005984135,0.47832322613754696,5.979377031624551
w1gq16,BE,4|5,7.589026381769069,2.1010378863230814,27.411843355180068
w1gq16,CZ,clusterMid,0.508157531551279,0.30805785989833506,0.8382323923093794
w1gq16,CZ,clusterHigh,0.23680727425081782,0.13360536453033395,0.4197262986799463
w1gq16,CZ,gndrFemale,1.1684723710520932,0.7260590337992033,1.8804637341509776
w1gq16,CZ,age,0.9946488050893009,0.9793131424612957,1.0102246182248842
w1gq16,CZ,eisced,0.9698752707604951,0.8305766862510592,1.1325360516420877
w1gq16,CZ,hinctnta,0.9050545817927051,0.8118318865580294,1.0089820436800716
w1gq16,CZ,w1xq3,0.9331587879517438,0.7679165175614308,1.1339583191891787
w1gq16,CZ,hincfel,1.095540230771779,0.8189078923544916,1.4656207473940583
w1gq16,CZ,1|2,0.00893462433605351,0.0012669951718963005,0.06300537981287055
w1gq16,CZ,2|3,0.1652443651176665,0.024286851218132517,1.1242997273666462
w1gq16,CZ,3|4,0.6733500365037122,0.10214630326415851,4.438734023364714
w1gq16,CZ,4|5,2.9594109972377316,0.43656563564090967,20.061389939027343
w1gq16,FI,clusterMid,0.3274196895431556,0.2340942608077331,0.4579507961051005
w1gq16,FI,clusterHigh,0.08548541223420478,0.06090784107335062,0.11998054070002713
w1gq16,FI,gndrFemale,1.0215241511957465,0.787328471760358,1.325382770856796
w1gq16,FI,age,0.9887102956947226,0.9809430588087312,0.9965390345897258
w1gq16,FI,eisced,0.8184726738514697,0.7417590248476085,0.9031201446847272
w1gq16,FI,hinctnta,1.0033622622297789,0.9417903479899937,1.0689595953233912
w1gq16,FI,w1xq3,1.1614655867006445,1.0425080651834722,1.2939970002557821
w1gq16,FI,hincfel,1.4972370460619706,1.181052606239118,1.898068519774735
w1gq16,FI,1|2,0.011913034668287432,0.004065480672459136,0.03490863847151758
w1gq16,FI,2|3,0.19900158782258626,0.06999231114457634,0.5657997472623708
w1gq16,FI,3|4,1.3214259888248165,0.45672567405027864,3.823228566190517
w1gq16,FI,4|5,6.451561615105979,2.1829060027212712,19.067539885648273
w1gq16,FR,clusterMid,0.2868923426629566,0.1613520052780523,0.5101096583014394
w1gq16,FR,clusterHigh,0.07127474554522792,0.037674550364052345,0.13484140629278005
w1gq16,FR,gndrFemale,0.9924504598322076,0.6404499374546121,1.537915545960941
w1gq16,FR,age,1.0069794698670456,0.9937636083011836,1.0203710865073226
w1gq16,FR,eisced,0.9641052786999544,0.8079791802685619,1.1503996775116943
w1gq16,FR,hinctnta,0.9214032435640452,0.826603878057846,1.0270747086803906
w1gq16,FR,w1xq3,1.1660729183943526,0.9417366647218035,1.443849540905786
w1gq16,FR,hincfel,2.0770480241352582,1.367238728061417,3.1553586114994743
w1gq16,FR,1|2,0.05083470904696826,0.007085900806097802,0.3646914788400793
w1gq16,FR,2|3,0.7024945935329714,0.10560529538370529,4.6730483746102065
w1gq16,FR,3|4,5.136488087400441,0.782120147650542,33.733320834735764
w1gq16,FR,4|5,20.31338444934026,3.0076410922591648,137.19508915099726
w1gq16,HU,clusterMid,1.1270987912554573,0.46232629112836077,2.7477383606047425
w1gq16,HU,clusterHigh,0.22086519343489827,0.07604957586706362,0.641442547376018
w1gq16,HU,gndrFemale,0.7517126120946117,0.32524828874870004,1.7373553396885095
w1gq16,HU,age,0.9781864598691333,0.9567375043074021,1.0001162763698555
w1gq16,HU,eisced,0.8259674514561183,0.5974037850211478,1.14197842057657
w1gq16,HU,hinctnta,0.9932070959632295,0.8418572959775044,1.1717666879946733
w1gq16,HU,w1xq3,0.687365898013333,0.4421680762009348,1.068534575836203
w1gq16,HU,hincfel,1.4408159339429893,0.4977835792905955,4.170387778685871
w1gq16,HU,1|2,0.003885181594470158,1.1672089231060197e-4,0.1293224865163117
w1gq16,HU,2|3,0.025397879520326346,7.897321424007592e-4,0.81679882265913
w1gq16,HU,3|4,0.3312091405989338,0.01116601447369779,9.824409154644028
w1gq16,HU,4|5,0.9078293235056915,0.03367787299570243,24.47167850303284
w1gq16,PL,clusterMid,0.28776670935583876,0.1731635746242105,0.47821650247863334
w1gq16,PL,clusterHigh,0.1258293736036841,0.06688100666784969,0.2367343443277835
w1gq16,PL,gndrFemale,1.1505723290239058,0.7263935673234393,1.8224510015877422
w1gq16,PL,age,0.9829363984091132,0.9684815126236798,0.9976070278306887
w1gq16,PL,eisced,0.9694993971634803,0.8545646597625676,1.0998922906097026
w1gq16,PL,hinctnta,0.9692888912043373,0.8616383506359303,1.0903889711022288
w1gq16,PL,w1xq3,0.9186906985395661,0.7747162604870753,1.0894215632604454
w1gq16,PL,hincfel,0.9249367029806059,0.5639063544538672,1.5171098849367946
w1gq16,PL,1|2,0.0035447070592073784,6.286717440888892e-4,0.019986500512766864
w1gq16,PL,2|3,0.04119492986704615,0.007742289135592343,0.2191886943293568
w1gq16,PL,3|4,0.22043759289878503,0.04305769454231448,1.1285493308346204
w1gq16,PL,4|5,1.0428351280088446,0.19882090044237072,5.469772553034193
w1gq16,PT,clusterMid,0.9037165652368796,0.4049364301398839,2.016868746537366
w1gq16,PT,clusterHigh,0.3223857465640643,0.14527020417651512,0.7154431301093415
w1gq16,PT,gndrFemale,1.133481103255956,0.6339256257028744,2.026703700475621
w1gq16,PT,age,0.9671223122040532,0.9430733623618597,0.9917845250346784
w1gq16,PT,eisced,0.8438352661697727,0.7212091323655256,0.987311342129433
w1gq16,PT,hinctnta,0.9287540249034709,0.7939872776530135,1.086395290015417
w1gq16,PT,w1xq3,0.8703577407801351,0.6752395875186307,1.1218575020455237
w1gq16,PT,hincfel,1.385433326032147,0.922129251827691,2.0815146001237155
w1gq16,PT,1|2,0.00500438920966668,3.723416905471255e-4,0.06726056199892187
w1gq16,PT,2|3,0.09261899375664931,0.007944819771654265,1.0797322344680558
w1gq16,PT,3|4,0.3466482419204144,0.028057970035893873,4.282740464573524
w1gq16,PT,4|5,1.2879630240835882,0.07825133509384846,21.198983370916928
w1gq16,SI,clusterMid,0.5977902676835793,0.4163986716480272,0.8581996736994117
w1gq16,SI,clusterHigh,0.20876195815657342,0.1370865341485874,0.31791273624387556
w1gq16,SI,gndrFemale,0.8823540618717238,0.6398278088532651,1.2168097099388162
w1gq16,SI,age,0.977775846979511,0.9689899217543299,0.9866414350374312
w1gq16,SI,eisced,0.9352687526189326,0.8177548818311158,1.0696697250729768
w1gq16,SI,hinctnta,0.9549432836786068,0.8839933300579569,1.0315877326620695
w1gq16,SI,w1xq3,0.9443305411697646,0.8243375477524111,1.0817900669663776
w1gq16,SI,hincfel,0.9518171242718442,0.6919272180698947,1.309322446635722
w1gq16,SI,1|2,0.0037117886326837575,0.001146280787050376,0.012019197224069742
w1gq16,SI,2|3,0.06026343624891195,0.01937806081160319,0.18741203177317395
w1gq16,SI,3|4,0.32158623494260996,0.10650864686707553,0.9709794420131022
w1gq16,SI,4|5,1.1397595782495316,0.38260728703927,3.395261774191504
